TEMPLATE_ID, FILENAME, CLUSTER_INDEX, CONFIDENCE
137856,frames/195637.png,0,1
152227,frames/196896.png,0,1
161171,frames/199793.png,0,1
166613,frames/200045.png,0,1
156337,frames/200157.png,0,1
162593,frames/197089.png,0,1
166104,frames/196530.png,0,1
148184,frames/197094.png,0,1
158389,frames/197074.png,0,1
158714,frames/198872.png,0,1
139789,frames/198548.png,0,1
151380,frames/198171.png,0,1
162323,frames/200092.png,0,1
141174,frames/196041.png,0,1
127244,frames/177878.png,1,1
124351,frames/178234.png,1,1
120705,frames/177395.png,1,1
137034,frames/179712.png,1,1
129911,frames/181210.png,1,1
133058,frames/181218.png,1,1
123176,frames/178601.png,1,1
123463,frames/181761.png,1,1
134313,frames/181645.png,1,1
135012,frames/179072.png,1,1
136994,frames/178181.png,1,1
130554,frames/177179.png,1,1
130778,frames/180355.png,1,1
132338,frames/177865.png,1,1
130490,frames/180434.png,1,1
135091,frames/178734.png,1,1
134487,img/124330.jpg,1,1
134975,frames/177508.png,1,1
132298,frames/178080.png,1,1
125833,frames/180386.png,1,1
132326,frames/180529.png,1,1
125593,frames/180329.png,1,1
135164,frames/181683.png,1,1
124181,frames/182154.png,1,1
124153,frames/180058.png,1,1
128840,frames/177492.png,1,1
132771,frames/177490.png,1,1
130816,frames/176494.png,1,1
128860,frames/176844.png,1,1
131433,frames/180327.png,1,1
127654,frames/179939.png,1,1
131440,frames/177337.png,1,1
122330,frames/165073.png,1,1
134005,frames/178933.png,1,1
128941,frames/180103.png,1,1
132513,frames/179796.png,1,1
136792,frames/181466.png,1,1
135048,frames/178414.png,1,1
123357,frames/179025.png,1,1
135825,frames/180341.png,1,1
133271,img/3360.jpg,2,1
134821,img/738.png,2,1
130023,img/2790.jpg,2,1
124931,img/4680.jpg,2,1
128147,img/4874.jpg,2,1
154766,img/110589.jpg,2,1
165923,img/2118.jpeg,3,1
137051,img/1975.jpg,3,1
156478,img/791.jpg,3,1
125219,img/3389.jpg,3,1
163917,img/1027.png,3,1
160540,img/1023.jpg,3,1
119779,img/3097.jpg,3,1
118669,img/1833.jpg,3,1
155291,img/1298.jpeg,3,1
147484,img/4406.jpeg,3,1
130819,frames/46283.png,4,1
124200,frames/46287.png,4,1
129276,frames/46319.png,4,1
144899,frames/54746.png,4,1
129860,frames/46313.png,4,1
136457,frames/46316.png,4,1
135720,frames/46297.png,4,1
125928,frames/46293.png,4,1
131401,frames/46292.png,4,1
124249,frames/46275.png,4,1
120366,frames/46276.png,4,1
132004,frames/46308.png,4,1
135898,frames/46302.png,4,1
124103,frames/46307.png,4,1
135972,frames/46306.png,4,1
151518,frames/41965.png,5,1
158655,frames/41968.png,5,1
162656,frames/41956.png,5,1
146277,frames/41983.png,5,1
146635,frames/41735.png,5,1
138542,frames/41790.png,5,1
149658,frames/41794.png,5,1
161178,frames/41795.png,5,1
141473,frames/41797.png,5,1
138829,frames/41902.png,5,1
144117,frames/41854.png,5,1
165053,frames/41732.png,5,1
147482,frames/41737.png,5,1
156471,frames/41719.png,5,1
152284,frames/41762.png,5,1
149623,frames/41699.png,5,1
141892,frames/41694.png,5,1
163801,frames/41925.png,5,1
167542,frames/41696.png,5,1
139620,frames/41928.png,5,1
156023,frames/41802.png,5,1
147845,frames/41809.png,5,1
151087,frames/41803.png,5,1
156757,frames/41805.png,5,1
151627,frames/41787.png,5,1
141727,frames/41779.png,5,1
139948,frames/41959.png,5,1
144954,frames/41955.png,5,1
161316,frames/41934.png,5,1
148755,frames/41882.png,5,1
166043,frames/41888.png,5,1
167108,frames/41887.png,5,1
143222,frames/41849.png,5,1
147209,frames/41978.png,5,1
138227,frames/41714.png,5,1
161154,frames/41954.png,5,1
164730,frames/41702.png,5,1
145389,frames/41807.png,5,1
161165,img/108910.jpg,5,1
157078,frames/41776.png,5,1
166042,frames/41772.png,5,1
141988,frames/41771.png,5,1
167466,frames/41676.png,5,1
142916,frames/41884.png,5,1
150187,frames/41889.png,5,1
143557,frames/41947.png,5,1
143826,frames/41784.png,5,1
138142,frames/41789.png,5,1
155204,frames/41798.png,5,1
161728,frames/41791.png,5,1
146807,frames/41792.png,5,1
157691,frames/41948.png,5,1
148004,frames/41941.png,5,1
166552,frames/41860.png,5,1
141463,frames/41861.png,5,1
154391,frames/41707.png,5,1
141865,frames/41705.png,5,1
142116,frames/41704.png,5,1
155886,frames/41703.png,5,1
160022,frames/41701.png,5,1
139923,frames/41683.png,5,1
161263,frames/41856.png,5,1
146542,frames/41913.png,5,1
146838,frames/41911.png,5,1
162196,frames/41815.png,5,1
156188,frames/41726.png,5,1
139041,frames/41896.png,5,1
141822,frames/41758.png,5,1
149043,frames/41755.png,5,1
148537,frames/41757.png,5,1
157080,frames/41964.png,5,1
158948,frames/41957.png,5,1
157899,frames/41840.png,5,1
154660,frames/41842.png,5,1
144077,frames/41698.png,5,1
166637,frames/41765.png,5,1
142904,frames/41869.png,5,1
150610,frames/41689.png,5,1
139077,frames/41686.png,5,1
146374,frames/41682.png,5,1
147075,frames/41976.png,5,1
141325,frames/41938.png,5,1
139925,frames/41930.png,5,1
145435,frames/41932.png,5,1
166484,frames/41759.png,5,1
152678,frames/41961.png,5,1
142314,frames/41874.png,5,1
152092,frames/41877.png,5,1
168677,frames/41724.png,5,1
165682,frames/41907.png,5,1
166166,frames/41924.png,5,1
142305,frames/41984.png,5,1
160228,frames/41723.png,5,1
138973,frames/41721.png,5,1
160995,frames/41747.png,5,1
151454,frames/41749.png,5,1
157221,frames/41743.png,5,1
155444,frames/50848.png,6,1
161276,frames/50847.png,6,1
161005,frames/50845.png,6,1
157820,frames/50841.png,6,1
151935,frames/50730.png,6,1
146556,frames/50732.png,6,1
151682,frames/50840.png,6,1
156226,frames/50765.png,6,1
150514,frames/50759.png,6,1
157410,frames/50849.png,6,1
143501,frames/50748.png,6,1
162239,frames/50741.png,6,1
166237,frames/50746.png,6,1
156733,frames/50837.png,6,1
157965,frames/50833.png,6,1
160951,frames/50761.png,6,1
167169,frames/50815.png,6,1
145366,frames/50769.png,6,1
152294,frames/50762.png,6,1
150456,frames/50835.png,6,1
163096,frames/50790.png,6,1
151261,frames/50725.png,6,1
154485,frames/50852.png,6,1
142494,frames/50795.png,6,1
147015,frames/50717.png,6,1
145923,frames/50714.png,6,1
151396,frames/50713.png,6,1
148177,frames/50812.png,6,1
149442,frames/50770.png,6,1
153897,frames/50778.png,6,1
138441,frames/50758.png,6,1
161300,frames/50757.png,6,1
139027,frames/50766.png,6,1
163808,frames/50774.png,6,1
153609,frames/50855.png,6,1
138863,frames/50853.png,6,1
164996,frames/50796.png,6,1
145421,frames/50788.png,6,1
143685,frames/50802.png,6,1
140262,frames/50800.png,6,1
161551,frames/50806.png,6,1
149841,frames/50804.png,6,1
146849,frames/50733.png,6,1
150789,frames/50712.png,6,1
164849,frames/50787.png,6,1
156132,frames/50794.png,6,1
150111,frames/50709.png,6,1
159026,frames/50824.png,6,1
166888,frames/50825.png,6,1
153043,frames/50834.png,6,1
165982,frames/50830.png,6,1
144445,frames/50754.png,6,1
152817,frames/50764.png,6,1
160201,frames/50820.png,6,1
158019,frames/50823.png,6,1
162360,frames/50763.png,6,1
143153,frames/50816.png,6,1
156426,frames/50819.png,6,1
151841,frames/50729.png,6,1
139370,frames/50721.png,6,1
145396,frames/50775.png,6,1
101530,frames/78169.png,7,1
101646,frames/78161.png,7,1
102202,frames/78160.png,7,1
102314,frames/78163.png,7,1
101736,frames/78162.png,7,1
101903,frames/78165.png,7,1
102432,frames/78164.png,7,1
102074,frames/78167.png,7,1
101735,frames/78166.png,7,1
101745,img/78152.jpg,7,1
138860,img/78138.jpg,7,1
102131,frames/78153.png,7,1
101522,frames/78154.png,7,1
101846,frames/78156.png,7,1
102164,frames/78157.png,7,1
101596,frames/78158.png,7,1
101864,frames/78159.png,7,1
143391,img/119968.jpg,7,1
102084,img/78149.jpg,7,1
141192,frames/38069.png,8,1
166993,frames/38093.png,8,1
147362,frames/38046.png,8,1
163554,frames/38251.png,8,1
152669,frames/24751.png,8,1
163294,frames/38113.png,8,1
144074,frames/38061.png,8,1
157426,frames/38248.png,8,1
159564,frames/38252.png,8,1
166119,frames/38253.png,8,1
123577,frames/176195.png,8,1
161282,frames/37991.png,8,1
156115,img/3283.jpg,8,1
167734,frames/38032.png,8,1
102285,frames/188060.png,8,1
101565,frames/188282.png,8,1
152776,frames/24749.png,8,1
151822,frames/38083.png,8,1
166425,frames/38086.png,8,1
138378,frames/38321.png,8,1
168314,frames/38328.png,8,1
154670,frames/37984.png,8,1
160955,frames/38056.png,8,1
141322,frames/38057.png,8,1
155971,frames/38324.png,8,1
101536,frames/188241.png,8,1
147581,frames/38025.png,8,1
150333,frames/38022.png,8,1
165343,frames/6803.png,8,1
147802,frames/38105.png,8,1
144537,frames/38241.png,8,1
143921,img/3572.jpg,8,1
143248,frames/38084.png,8,1
140305,frames/37995.png,8,1
154172,frames/38076.png,8,1
148640,frames/38070.png,8,1
166711,frames/38078.png,8,1
144952,frames/46192.png,9,1
145376,frames/46202.png,9,1
149251,frames/46200.png,9,1
146864,frames/46175.png,9,1
154693,frames/46178.png,9,1
164051,frames/46201.png,9,1
141833,frames/46173.png,9,1
139342,frames/46177.png,9,1
157283,frames/46198.png,9,1
154861,frames/46191.png,9,1
159165,frames/46167.png,9,1
161053,frames/46166.png,9,1
156145,frames/46199.png,9,1
139915,frames/46157.png,9,1
153786,frames/46185.png,9,1
157767,frames/46187.png,9,1
163172,frames/46181.png,9,1
151100,frames/46183.png,9,1
